,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
16869,Tillman Fritsch  Schmitt,misc_net,100.86,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,Psychologist,1356685017,57,12,2019,0
16870,Hickle Group,shopping_pos,986.7,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,Engineer,1369005305,44,5,2020,1
16871,Torp Labadie,gas_transport,9.36,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1365305188,58,4,2020,1
16872,Howe PLC,entertainment,533.58,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,Scientist,1371250133,42,6,2020,1
16873,Deckow O'Conner,grocery_pos,332.13,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,Optician,1331253704,53,3,2019,1
16874,Connelly Reichert  Fritsch,gas_transport,70.95,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1384669825,36,11,2020,0
16875,Jacobi  Sons,shopping_pos,868.34,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1327970295,35,1,2019,1
16876,Jacobi  Sons,shopping_pos,3.27,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1386077453,36,12,2020,0
16877,Koepp Parker,grocery_pos,94.52,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1370083379,60,6,2020,0
16878,Altenwerth Cartwright  Koss,shopping_net,21.41,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,Engineer,1370509031,98,6,2020,0
16879,Rutherford Mertz,grocery_pos,290.71,M,550 Cunningham Squares,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,1368491020,47,5,2020,1
16880,Quitzon Green  Bashirian,shopping_pos,1057.1,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning,1332803630,95,3,2019,1
16881,Towne Walker  Borer,grocery_net,74.32,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1374146801,52,7,2020,0
16882,Volkman PLC,food_dining,77.08,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1367855780,54,5,2020,0
16883,Murray Smitham,grocery_pos,326.58,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1370389446,33,6,2020,1
16884,Huel Ltd,misc_net,1.18,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,Embryologist,1371956501,71,6,2020,0
16885,Mc Glynn Jaskolski,misc_pos,48.03,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,1348324441,57,9,2019,1
16886,Hudson Ratke,grocery_pos,112.53,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,Geologist,1327385267,38,1,2019,0
16887,Spencer PLC,entertainment,434.76,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,1360959214,96,2,2020,1
16888,Parisian  Sons,gas_transport,9.02,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1386807701,51,12,2020,1
16889,Schmeler Bashirian  Price,shopping_net,2.21,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1327175387,40,1,2019,0
16890,Hudson Ratke,grocery_pos,314.13,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,Engineer,1340923397,79,6,2019,1
16891,Kulas Group,health_fitness,77.42,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1338386907,46,5,2019,0
16892,Donnelly LLC,entertainment,46.41,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive,1385934972,57,12,2020,0
16893,Heathcote LLC,shopping_net,1151.24,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,Physicist,1367017861,70,4,2020,1
16894,Cummerata Jones,gas_transport,8.44,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1378456052,34,9,2020,1
16895,Fahey Inc,kids_pets,28.68,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1354750461,37,12,2019,0
16896,Sawayn PLC,shopping_pos,1.28,M,980 Smith Gardens,Gainesville,TX,76240,33.6547,-97.1583,26120,Engineer,1352279082,70,11,2019,0
16897,Christiansen Goyette  Schamberger,gas_transport,62.79,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1339979462,53,6,2019,0
16898,Nitzsche Kessler  Wolff,shopping_pos,51.49,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,Administrator,1351334871,85,10,2019,0
16899,Hudson Ratke,grocery_pos,56.75,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator,1386291700,31,12,2020,0
16900,Koelpin  Sons,misc_net,734.75,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1334615179,97,4,2019,1
16901,Zboncak LLC,food_dining,242.56,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1368314380,68,5,2020,0
16902,Kozey Boehm,shopping_net,970.02,M,48635 Paul Hills,Gaines,MI,48436,42.8813,-83.8855,3764,Veterinary surgeon,1330007093,58,2,2019,1
16903,Doyle Ltd,grocery_pos,358.55,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1333499436,31,4,2019,1
16904,Gleason  Sons,kids_pets,51.69,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,1363194542,29,3,2020,0
16905,Pacocha O'Reilly,grocery_pos,290.54,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1381816415,48,10,2020,1
16906,Deckow O'Conner,grocery_pos,286.88,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1349824369,33,10,2019,1
16907,Heller Langosh,gas_transport,49.11,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1368232487,54,5,2020,0
16908,Kilback Group,food_dining,13.99,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,Chemist,1356880154,30,12,2019,0
16909,Kozey Boehm,shopping_net,1065.43,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,Solicitor,1326499050,50,1,2019,1
16910,Conroy Cruickshank,gas_transport,56.03,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1375427179,94,8,2020,0
16911,Torphy Goyette,shopping_pos,899.06,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1334866789,38,4,2019,1
16912,Kihn Abernathy  Douglas,shopping_net,9.63,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1334875831,40,4,2019,0
16913,Towne LLC,misc_pos,8.91,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1361000801,58,2,2020,0
16914,Turner  Sons,shopping_pos,777.95,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,Scientist,1371089064,42,6,2020,1
16915,Heathcote Yost  Kertzmann,shopping_net,983.46,F,1206 Juan Fort Suite 424,Lockhart,TX,78644,29.8868,-97.6769,17081,Air traffic controller,1368487608,70,5,2020,1
16916,Kiehn Inc,grocery_pos,104.24,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,Surveyor,1346204337,84,8,2019,0
16917,Adams Barrows,health_fitness,66.66,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,Librarian,1345410497,54,8,2019,0
16918,Barton Inc,grocery_pos,349.18,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,Engineer,1368932047,44,5,2020,1
16919,Auer Mosciski,grocery_pos,79.75,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1349682929,30,10,2019,0
16920,Maggio Fahey,misc_pos,8.99,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,Engineer,1343492696,35,7,2019,0
16921,Schamberger O'Keefe,grocery_pos,321.43,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial,1355627622,21,12,2019,1
16922,Cummerata Jones,gas_transport,10.75,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1385952976,57,12,2020,1
16923,Mc Glynn Jaskolski,misc_pos,1.86,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1383517967,35,11,2020,0
16924,Flatley Durgan,misc_net,3.23,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1350980937,36,10,2019,0
16925,Hills Witting,shopping_net,972.02,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1356909018,46,12,2019,1
16926,Romaguera Wehner  Tromp,kids_pets,19.15,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1348182311,31,9,2019,1
16927,Harris Group,food_dining,12.81,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1348167122,29,9,2019,0
16928,Connelly Reichert  Fritsch,gas_transport,10.08,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film,1359158572,34,1,2020,1
16929,Kiehn Inc,grocery_pos,302.1,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1332376433,28,3,2019,1
16930,Murray Smitham,grocery_pos,318.43,F,13128 Hall Station Suite 588,Seligman,MO,65745,36.5276,-93.9359,2693,Engineer,1380924018,56,10,2020,1
16931,Rempel Inc,shopping_net,891.63,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,Therapist,1375658659,25,8,2020,1
16932,Ziemann Waters,health_fitness,128.53,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,Surveyor,1337033095,71,5,2019,0
16933,Hackett Lueilwitz,grocery_pos,78.93,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1382870262,40,10,2020,0
16934,Stark Batz,entertainment,29.25,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector,1327813495,64,1,2019,0
16935,Kub Heaney,health_fitness,74.27,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film,1337716651,49,5,2019,0
16936,Moen Reinger  Murphy,grocery_pos,274.09,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,1325634282,64,1,2019,1
16937,Kozey Boehm,shopping_net,914.93,M,5560 Arnold Port Suite 880,Marshall,WI,53559,43.1636,-89.0753,6063,Risk analyst,1358981777,64,1,2020,1
16938,Wiza Schaden  Stark,misc_pos,5.09,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1371114530,57,6,2020,0
16939,Ferry Lynch  Kautzer,misc_net,758.93,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,1361574250,49,2,2020,1
16940,Cummerata Jones,gas_transport,40.89,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager,1329032823,85,2,2019,0
16941,Boyer Haley,travel,8.29,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,Geneticist,1331074295,45,3,2019,1
16942,Weber Thiel  Hammes,kids_pets,50.5,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary,1367692555,46,5,2020,0
16943,Altenwerth Cartwright  Koss,shopping_net,1035.66,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1376347377,26,8,2020,1
16944,Jaskolski Vervort,misc_net,678.65,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1366239865,77,4,2020,1
16945,Bauch Raynor,grocery_pos,351.36,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1345261207,86,8,2019,1
16946,Dooley Inc,shopping_pos,808.35,F,244 Jeffery Rapids,Azusa,CA,91702,34.1248,-117.9031,59705,Civil Service fast streamer,1380252862,41,9,2020,1
16947,Kuhic Bins  Pfeffer,shopping_net,940.74,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1334789711,82,4,2019,1
16948,Schumm PLC,health_fitness,77.83,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1379436874,46,9,2020,0
16949,Larkin Stracke  Greenfelder,entertainment,103.43,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1366568237,30,4,2020,0
16950,Hoppe Parisian,kids_pets,19.01,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1378423336,34,9,2020,1
16951,Lemke Gutmann,shopping_net,1062.8,F,95017 Kevin Expressway,North East,PA,16428,42.2008,-79.8332,12478,Hydrologist,1356132223,26,12,2019,1
16952,Breitenberg LLC,travel,4.32,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1332677351,27,3,2019,0
16953,Lehner Reichert  Mills,misc_pos,39.16,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1383437910,39,11,2020,0
16954,Zboncak Rowe  Murazik,shopping_net,5.17,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1340991829,40,6,2019,0
16955,Heidenreich PLC,grocery_pos,92.28,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1383177867,33,10,2020,0
16956,Brown PLC,misc_net,719.92,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1348575996,69,9,2019,1
16957,Rowe Vervort,grocery_net,8.66,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1355794691,34,12,2019,1
16958,Schimmel Olson,kids_pets,19.26,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,Therapist,1356652009,48,12,2019,1
16959,Doyle Ltd,grocery_pos,347.88,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1372564163,84,6,2020,1
16960,Lind Huel  Mc Clure,gas_transport,11.88,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1339816943,40,6,2019,1
16961,Raynor Reinger  Hagenes,gas_transport,59.53,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1372896941,27,7,2020,0
16962,Zboncak Rowe  Murazik,shopping_net,1031.68,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1370384325,33,6,2020,1
16963,Lind Huel  Mc Clure,gas_transport,9.04,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1379813118,31,9,2020,1
16964,Lockman Ltd,grocery_pos,205.9,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing,1384934457,45,11,2020,0
16965,Christiansen Gusikowski,misc_pos,4.19,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1354361588,57,12,2019,0
16966,Ankunding Carroll,travel,8.85,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372547773,51,6,2020,1
16967,Streich Rolfson  Wilderman,kids_pets,88.48,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1342115600,42,7,2019,0
16968,Altenwerth Kilback,home,53.41,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1368552112,58,5,2020,0
16969,Goyette Herzog,travel,7.31,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1343158150,54,7,2019,0
16970,Mosciski Group,travel,4.34,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1368307661,29,5,2020,0
16971,Kemmer Buckridge,misc_pos,9.1,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1340509017,40,6,2019,1
16972,Kunze Inc,grocery_pos,306.63,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,Development worker,1359946931,77,2,2020,1
16973,Mraz Herzog,gas_transport,45.79,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1346668005,67,9,2019,0
16974,Kunze Inc,grocery_pos,75.8,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1381976571,44,10,2020,0
16975,Streich Rolfson  Wilderman,kids_pets,14.48,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,Psychologist,1331384058,67,3,2019,0
16976,Herman Treutel  Dickens,misc_net,812.12,F,446 Daniel View Suite 663,Benton,TN,37307,35.173,-84.6544,4870,Dancer,1356825459,67,12,2019,1
16977,Gutmann Mc Laughlin  Wiza,home,242.02,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1358465029,52,1,2020,1
16978,Klein Group,entertainment,58.52,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1350664946,34,10,2019,0
16979,Kessler Group,travel,3.41,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1375901536,82,8,2020,0
16980,Funk Group,grocery_net,14.95,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1385170249,64,11,2020,1
16981,Kiehn Emmerich,grocery_pos,276.21,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1331938405,55,3,2019,1
16982,Cummerata Jones,gas_transport,9.4,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1329269680,48,2,2019,1
16983,Stoltenberg Beatty,shopping_pos,136.44,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1351677365,42,10,2019,0
16984,Huel Hammes  Witting,grocery_pos,106.12,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1337666880,57,5,2019,0
16985,Stark Koss,home,13.37,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,Pharmacist,1326043419,63,1,2019,0
16986,Lockman West  Runte,grocery_pos,293.44,M,0157 Samuel Mission Suite 379,South Richmond Hill,NY,11419,40.6868,-73.82300000000001,47211,Site engineer,1349216159,87,10,2019,1
16987,Pacocha Bauch,shopping_pos,1051.31,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1375928039,42,8,2020,1
16988,Jewess LLC,shopping_pos,4.7,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1375403396,64,8,2020,0
16989,Ferry Lynch  Kautzer,misc_net,719.3,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1345418674,86,8,2019,1
16990,Price Inc,shopping_net,1027.22,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1340299624,64,6,2019,1
16991,Moen Reinger  Murphy,grocery_pos,40.63,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1342251750,49,7,2019,0
16992,Little Gutmann  Lynch,shopping_net,770.13,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1367706202,44,5,2020,1
16993,Kutch LLC,gas_transport,59.49,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1347153382,37,9,2019,0
16994,Block Parisian,misc_net,791.96,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1367636934,44,5,2020,1
16995,Crooks  Sons,personal_care,35.83,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1378039843,34,9,2020,0
16996,Brown Greenholt,entertainment,544.9,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1337810700,49,5,2019,1
16997,Bode Rempel,kids_pets,56.51,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1377109480,62,8,2020,0
16998,Bashirian Group,shopping_net,969.37,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing,1385508251,50,11,2020,1
16999,Cremin Hamill  Reichel,misc_pos,8.61,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1359016858,46,1,2020,0
17000,Huels Hahn,gas_transport,20.07,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1351730801,64,11,2019,1
17001,Schmeler Inc,misc_pos,312.39,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1347521108,56,9,2019,0
17002,Bernier Volkman  Hoeger,misc_net,700.91,M,5560 Arnold Port Suite 880,Marshall,WI,53559,43.1636,-89.0753,6063,Risk analyst,1358898129,64,1,2020,1
17003,Sporer Keebler,personal_care,67.2,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1382797742,46,10,2020,0
17004,Streich Dietrich  Barton,shopping_net,679.77,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1388038047,73,12,2020,0
17005,Koepp Parker,grocery_pos,85.61,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1383363695,35,11,2020,0
17006,Stanton Jakubowski  Baumbach,shopping_net,1.01,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1387369474,49,12,2020,0
17007,Hammes Beatty,kids_pets,21.67,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,Producer,1357343221,68,1,2020,1
17008,Auer Mosciski,grocery_pos,335.35,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1364784854,53,4,2020,1
